Country Name,Year,Average_Temperature_C,Ignore_This_Column
Brazil,2024,44.67,garbage_data
Japan,2023,2.9,garbage_data
Brazil,2022,17.89,garbage_data
Canada,2021,14.47,garbage_data
Germany,2020,28.99,garbage_data
Brazil,2019,11.86,garbage_data
Germany,2018,15.29,garbage_data
Germany,2017,37.79,garbage_data
Canada,2016,-8.35,garbage_data
Senegal,2015,8.02,garbage_data
Brazil,2014,30.17,garbage_data
Japan,2013,-6.79,garbage_data
Japan,2012,16.21,garbage_data
Germany,2011,23.29,garbage_data
Canada,2010,34.18,garbage_data
Japan,2009,12.46,garbage_data
Germany,2008,28.41,garbage_data
Senegal,2007,12.17,garbage_data
Senegal,2006,0.59,garbage_data
Germany,2005,6.99,garbage_data
Germany,2004,2.05,garbage_data
Brazil,2003,-0.7,garbage_data
Japan,2002,-6.28,garbage_data
Germany,2001,19.67,garbage_data
Canada,2000,38.51,garbage_data
Canada,1999,31.44,garbage_data
Germany,1998,42.95,garbage_data
Brazil,1997,29.24,garbage_data
Brazil,1996,29.02,garbage_data
Brazil,1995,-5.24,garbage_data
Germany,1994,36.73,garbage_data
Germany,1993,34.11,garbage_data
Canada,1992,13.44,garbage_data
Germany,1991,14.71,garbage_data
Brazil,1990,22.16,garbage_data
Canada,1989,-3.42,garbage_data
Canada,1988,7.47,garbage_data
Canada,1987,16.47,garbage_data
Japan,1986,-2.31,garbage_data
Germany,1985,10.21,garbage_data
Senegal,1984,-2.51,garbage_data
Germany,1983,-6.54,garbage_data
Brazil,1982,24.14,garbage_data
Senegal,1981,5.14,garbage_data
Germany,1980,18.5,garbage_data
Canada,1979,36.52,garbage_data
Japan,1978,43.08,garbage_data
Canada,1977,30.33,garbage_data
Senegal,2026,4.47,garbage_data
Canada,2025,11.59,garbage_data
Canada,2024,22.0,garbage_data
Brazil,2023,16.28,garbage_data
Brazil,2022,-4.95,garbage_data
Germany,2021,21.48,garbage_data
Brazil,2020,-3.96,garbage_data
Germany,2019,23.19,garbage_data
Japan,2018,9.09,garbage_data
Canada,2017,-4.06,garbage_data
Brazil,2016,29.3,garbage_data
Germany,2015,11.41,garbage_data
Brazil,2014,24.5,garbage_data
Japan,2013,23.34,garbage_data
Brazil,2012,29.29,garbage_data
Japan,2011,-9.61,garbage_data
Senegal,2010,15.93,garbage_data
Germany,2009,7.41,garbage_data
Canada,2008,24.52,garbage_data
Japan,2007,25.58,garbage_data
Canada,2006,-8.36,garbage_data
Japan,2005,13.49,garbage_data
Canada,2004,-6.85,garbage_data
Brazil,2003,22.14,garbage_data
Germany,2002,23.83,garbage_data
Japan,2001,9.26,garbage_data
Senegal,2000,31.81,garbage_data
Canada,1999,35.15,garbage_data
Canada,1998,3.88,garbage_data
Brazil,1997,42.74,garbage_data
Japan,1996,30.92,garbage_data
Germany,1995,28.31,garbage_data
Brazil,1994,29.85,garbage_data
Senegal,1993,2.8,garbage_data
Germany,1992,21.01,garbage_data
Japan,1991,37.92,garbage_data
Brazil,1990,9.11,garbage_data
Brazil,1989,-3.28,garbage_data
Canada,1988,-8.4,garbage_data
Germany,1987,1.46,garbage_data
Germany,1986,20.06,garbage_data
Germany,1985,20.81,garbage_data
Japan,1984,-4.05,garbage_data
Canada,1983,43.74,garbage_data
Canada,1982,18.14,garbage_data
Senegal,1981,10.95,garbage_data
Canada,1980,25.24,garbage_data
Germany,1979,37.59,garbage_data
Senegal,1978,40.49,garbage_data
Canada,1977,2.39,garbage_data
Senegal,2026,34.73,garbage_data
Senegal,2025,28.57,garbage_data
Canada,2024,41.83,garbage_data
Canada,2023,21.96,garbage_data
Canada,2022,9.49,garbage_data
Canada,2021,43.05,garbage_data
Japan,2020,0.59,garbage_data
Japan,2019,8.01,garbage_data
Canada,2018,5.61,garbage_data
Brazil,2017,-0.41,garbage_data
Germany,2016,32.44,garbage_data
Senegal,2015,16.17,garbage_data
Japan,2014,18.86,garbage_data
Japan,2013,-9.34,garbage_data
Japan,2012,-1.71,garbage_data
Canada,2011,33.83,garbage_data
Canada,2010,7.46,garbage_data
Canada,2009,31.75,garbage_data
Japan,2008,19.99,garbage_data
Brazil,2007,22.59,garbage_data
Senegal,2006,-7.18,garbage_data
Brazil,2005,9.23,garbage_data
Brazil,2004,7.51,garbage_data
Germany,2003,22.24,garbage_data
Brazil,2002,28.64,garbage_data
Brazil,2001,-6.07,garbage_data
Canada,2000,41.04,garbage_data
Japan,1999,-5.64,garbage_data
Germany,1998,38.04,garbage_data
Germany,1997,1.75,garbage_data
Brazil,1996,27.26,garbage_data
Germany,1995,24.51,garbage_data
Senegal,1994,44.01,garbage_data
Senegal,1993,36.2,garbage_data
Brazil,1992,29.49,garbage_data
Senegal,1991,22.35,garbage_data
Japan,1990,41.19,garbage_data
Brazil,1989,17.02,garbage_data
Germany,1988,9.91,garbage_data
Senegal,1987,24.01,garbage_data
Canada,1986,34.95,garbage_data
Germany,1985,-5.37,garbage_data
Senegal,1984,17.52,garbage_data
Canada,1983,-1.19,garbage_data
Senegal,1982,25.68,garbage_data
Japan,1981,33.05,garbage_data
Germany,1980,29.48,garbage_data
Brazil,1979,35.9,garbage_data
Brazil,1978,29.9,garbage_data
Senegal,1977,0.03,garbage_data
Canada,2026,38.06,garbage_data
Canada,2025,10.6,garbage_data
Canada,2024,11.04,garbage_data
Canada,2023,25.14,garbage_data
Canada,2022,-1.5,garbage_data
Brazil,2021,33.53,garbage_data
Canada,2020,17.47,garbage_data
Japan,2019,14.8,garbage_data
Japan,2018,37.11,garbage_data
Germany,2017,42.53,garbage_data
Canada,2016,45.0,garbage_data
Senegal,2015,9.69,garbage_data
Senegal,2014,-6.9,garbage_data
Brazil,2013,18.61,garbage_data
Canada,2012,25.49,garbage_data
Canada,2011,4.7,garbage_data
Germany,2010,9.95,garbage_data
Germany,2009,15.39,garbage_data
Senegal,2008,-4.89,garbage_data
Germany,2007,28.83,garbage_data
Canada,2006,-7.41,garbage_data
Senegal,2005,2.45,garbage_data
Germany,2004,1.16,garbage_data
Japan,2003,30.19,garbage_data
Germany,2002,30.68,garbage_data
Brazil,2001,27.55,garbage_data
Brazil,2000,34.33,garbage_data
Germany,1999,19.93,garbage_data
Germany,1998,41.59,garbage_data
Brazil,1997,11.17,garbage_data
Germany,1996,20.45,garbage_data
Germany,1995,-4.56,garbage_data
Canada,1994,43.29,garbage_data
Germany,1993,38.67,garbage_data
Canada,1992,40.77,garbage_data
Brazil,1991,29.41,garbage_data
Japan,1990,11.03,garbage_data
Canada,1989,25.76,garbage_data
Senegal,1988,25.62,garbage_data
Senegal,1987,-6.7,garbage_data
Canada,1986,43.54,garbage_data
Brazil,1985,16.53,garbage_data
Senegal,1984,-8.06,garbage_data
Senegal,1983,39.65,garbage_data
Canada,1982,-7.69,garbage_data
Germany,1981,29.24,garbage_data
Senegal,1980,20.01,garbage_data
Canada,1979,28.05,garbage_data
Brazil,1978,31.02,garbage_data
Japan,1977,8.96,garbage_data
Senegal,2026,17.15,garbage_data
Germany,2025,18.57,garbage_data
Japan,2024,35.63,garbage_data
Germany,2023,0.37,garbage_data
Canada,2022,15.23,garbage_data
Canada,2021,29.5,garbage_data
Germany,2020,43.14,garbage_data
Senegal,2019,4.33,garbage_data
Germany,2018,-1.19,garbage_data
Canada,2017,23.66,garbage_data
Japan,2016,9.39,garbage_data
Germany,2015,40.91,garbage_data
Brazil,2014,-9.21,garbage_data
Senegal,2013,14.31,garbage_data
Germany,2012,15.0,garbage_data
Japan,2011,2.81,garbage_data
Germany,2010,-2.09,garbage_data
Canada,2009,-4.21,garbage_data
Japan,2008,-8.36,garbage_data
Senegal,2007,6.0,garbage_data
Japan,2006,12.36,garbage_data
Brazil,2005,25.21,garbage_data
Japan,2004,8.06,garbage_data
Japan,2003,31.46,garbage_data
Canada,2002,26.22,garbage_data
Brazil,2001,3.46,garbage_data
Canada,2000,1.72,garbage_data
Germany,1999,-6.25,garbage_data
Brazil,1998,-9.63,garbage_data
Germany,1997,12.89,garbage_data
Germany,1996,30.92,garbage_data
Canada,1995,21.38,garbage_data
Canada,1994,-2.2,garbage_data
Senegal,1993,3.48,garbage_data
Japan,1992,-1.85,garbage_data
Japan,1991,-5.9,garbage_data
Japan,1990,6.16,garbage_data
Japan,1989,10.34,garbage_data
Germany,1988,24.39,garbage_data
Brazil,1987,29.86,garbage_data
Canada,1986,41.03,garbage_data
Germany,1985,40.95,garbage_data
Germany,1984,33.36,garbage_data
Brazil,1983,8.22,garbage_data
Germany,1982,44.32,garbage_data
Brazil,1981,18.67,garbage_data
Senegal,1980,8.13,garbage_data
Brazil,1979,0.44,garbage_data
Germany,1978,-6.15,garbage_data
Germany,1977,37.65,garbage_data
Japan,2026,24.4,garbage_data
Senegal,2025,5.89,garbage_data
Germany,2024,33.35,garbage_data
Senegal,2023,20.81,garbage_data
Canada,2022,7.86,garbage_data
Brazil,2021,0.96,garbage_data
Senegal,2020,12.31,garbage_data
Canada,2019,-2.66,garbage_data
Japan,2018,-1.56,garbage_data
Canada,2017,3.76,garbage_data
Japan,2016,14.58,garbage_data
Canada,2015,13.78,garbage_data
Japan,2014,-7.21,garbage_data
Japan,2013,23.04,garbage_data
Brazil,2012,-8.35,garbage_data
Canada,2011,38.79,garbage_data
Germany,2010,15.14,garbage_data
Germany,2009,-0.03,garbage_data
Canada,2008,15.27,garbage_data
Senegal,2007,14.73,garbage_data
Germany,2006,13.93,garbage_data
Canada,2005,22.32,garbage_data
Canada,2004,44.05,garbage_data
Germany,2003,15.59,garbage_data
Japan,2002,41.65,garbage_data
Senegal,2001,-1.54,garbage_data
Senegal,2000,22.61,garbage_data
Germany,1999,22.73,garbage_data
Germany,1998,25.72,garbage_data
Japan,1997,8.94,garbage_data
Senegal,1996,26.99,garbage_data
Senegal,1995,33.76,garbage_data
Brazil,1994,1.33,garbage_data
Canada,1993,26.11,garbage_data
Germany,1992,33.9,garbage_data
Germany,1991,24.49,garbage_data
Brazil,1990,1.48,garbage_data
Brazil,1989,7.45,garbage_data
Japan,1988,9.23,garbage_data
Germany,1987,4.25,garbage_data
Senegal,1986,3.66,garbage_data
Brazil,1985,12.12,garbage_data
Germany,1984,28.59,garbage_data
Japan,1983,-7.44,garbage_data
Japan,1982,-5.39,garbage_data
Brazil,1981,-2.83,garbage_data
Brazil,1980,-8.23,garbage_data
Japan,1979,23.63,garbage_data
Brazil,1978,31.19,garbage_data
Canada,1977,10.16,garbage_data
Japan,2026,-9.91,garbage_data
Canada,2025,9.7,garbage_data
Japan,2024,25.11,garbage_data
Japan,2023,39.63,garbage_data
Brazil,2022,11.09,garbage_data
Brazil,2021,-1.56,garbage_data
Canada,2020,25.32,garbage_data
Japan,2019,11.51,garbage_data
Japan,2018,39.22,garbage_data
Senegal,2017,3.76,garbage_data
Germany,2016,14.65,garbage_data
Canada,2015,31.44,garbage_data
Brazil,2014,-5.14,garbage_data
Brazil,2013,27.33,garbage_data
Canada,2012,18.46,garbage_data
Japan,2011,12.92,garbage_data
Canada,2010,-1.82,garbage_data
Germany,2009,40.77,garbage_data
Germany,2008,5.98,garbage_data
Canada,2007,-0.13,garbage_data
Germany,2006,42.53,garbage_data
Senegal,2005,16.17,garbage_data
Senegal,2004,9.67,garbage_data
Canada,2003,-7.73,garbage_data
Canada,2002,27.81,garbage_data
Japan,2001,-3.06,garbage_data
Brazil,2000,34.75,garbage_data
Japan,1999,38.54,garbage_data
Senegal,1998,-8.5,garbage_data
Brazil,1997,37.77,garbage_data
Germany,1996,32.66,garbage_data
Brazil,1995,-1.73,garbage_data
Canada,1994,-3.4,garbage_data
Brazil,1993,-5.94,garbage_data
Senegal,1992,44.2,garbage_data
Japan,1991,-6.23,garbage_data
Senegal,1990,12.17,garbage_data
Japan,1989,16.5,garbage_data
Canada,1988,24.81,garbage_data
Canada,1987,-5.91,garbage_data
Japan,1986,17.71,garbage_data
Germany,1985,6.44,garbage_data
Germany,1984,-5.01,garbage_data
Senegal,1983,0.02,garbage_data
Germany,1982,6.39,garbage_data
Senegal,1981,23.49,garbage_data
Canada,1980,10.97,garbage_data
Brazil,1979,0.61,garbage_data
Germany,1978,31.66,garbage_data
Canada,1977,4.88,garbage_data
Germany,2026,-9.12,garbage_data
Canada,2025,21.18,garbage_data
Brazil,2024,-8.9,garbage_data
Japan,2023,-6.25,garbage_data
Japan,2022,11.53,garbage_data
Japan,2021,36.04,garbage_data
Canada,2020,13.62,garbage_data
Canada,2019,41.41,garbage_data
Senegal,2018,-7.24,garbage_data
Germany,2017,-2.14,garbage_data
Japan,2016,14.8,garbage_data
Japan,2015,42.12,garbage_data
Japan,2014,-5.5,garbage_data
Japan,2013,40.4,garbage_data
Senegal,2012,-9.29,garbage_data
Senegal,2011,16.87,garbage_data
Canada,2010,2.88,garbage_data
Senegal,2009,12.49,garbage_data
Germany,2008,5.12,garbage_data
Brazil,2007,12.71,garbage_data
Senegal,2006,27.46,garbage_data
Canada,2005,-7.89,garbage_data
Germany,2004,14.86,garbage_data
Brazil,2003,-6.93,garbage_data
Senegal,2002,7.04,garbage_data
Canada,2001,14.08,garbage_data
Brazil,2000,43.04,garbage_data
Canada,1999,6.68,garbage_data
Brazil,1998,38.92,garbage_data
Senegal,1997,26.18,garbage_data
Canada,1996,22.12,garbage_data
Brazil,1995,10.16,garbage_data
Senegal,1994,5.18,garbage_data
Canada,1993,30.21,garbage_data
Germany,1992,-8.06,garbage_data
Brazil,1991,30.65,garbage_data
Canada,1990,36.35,garbage_data
Japan,1989,-1.48,garbage_data
Brazil,1988,-9.94,garbage_data
Brazil,1987,12.25,garbage_data
Japan,1986,34.71,garbage_data
Canada,1985,8.61,garbage_data
Japan,1984,21.24,garbage_data
Senegal,1983,2.94,garbage_data
Japan,1982,33.88,garbage_data
Canada,1981,30.63,garbage_data
Japan,1980,32.84,garbage_data
Japan,1979,-0.38,garbage_data
Canada,1978,19.34,garbage_data
Japan,1977,4.96,garbage_data
Senegal,2026,-2.07,garbage_data
Japan,2025,22.2,garbage_data
Senegal,2024,5.3,garbage_data
Brazil,2023,-6.63,garbage_data
Germany,2022,-2.72,garbage_data
Senegal,2021,-8.2,garbage_data
Germany,2020,24.95,garbage_data
Brazil,2019,26.48,garbage_data
Senegal,2018,44.54,garbage_data
Japan,2017,-4.16,garbage_data
Germany,2016,38.35,garbage_data
Germany,2015,23.57,garbage_data
Japan,2014,-4.33,garbage_data
Canada,2013,18.03,garbage_data
Germany,2012,43.58,garbage_data
Japan,2011,-2.35,garbage_data
Japan,2010,-3.87,garbage_data
Brazil,2009,-3.08,garbage_data
Canada,2008,-9.34,garbage_data
Japan,2007,-1.51,garbage_data
Canada,2006,44.66,garbage_data
Brazil,2005,-9.29,garbage_data
Senegal,2004,-4.09,garbage_data
Canada,2003,23.67,garbage_data
Brazil,2002,14.98,garbage_data
Brazil,2001,14.0,garbage_data
Senegal,2000,43.67,garbage_data
Canada,1999,20.66,garbage_data
Canada,1998,24.37,garbage_data
Senegal,1997,10.72,garbage_data
Brazil,1996,10.78,garbage_data
Germany,1995,8.75,garbage_data
Senegal,1994,-0.43,garbage_data
Japan,1993,-9.27,garbage_data
Germany,1992,13.36,garbage_data
Senegal,1991,40.26,garbage_data
Canada,1990,13.93,garbage_data
Canada,1989,11.71,garbage_data
Germany,1988,3.93,garbage_data
Germany,1987,44.95,garbage_data
Japan,1986,-0.12,garbage_data
Germany,1985,12.42,garbage_data
Germany,1984,14.47,garbage_data
Canada,1983,23.13,garbage_data
Japan,1982,-6.73,garbage_data
Canada,1981,16.6,garbage_data
Germany,1980,5.13,garbage_data
Japan,1979,-6.76,garbage_data
Japan,1978,39.34,garbage_data
Germany,1977,-7.44,garbage_data
Brazil,2026,38.33,garbage_data
Japan,2025,9.03,garbage_data
Germany,2024,41.48,garbage_data
Canada,2023,15.18,garbage_data
Japan,2022,3.72,garbage_data
Brazil,2021,-1.45,garbage_data
Senegal,2020,11.5,garbage_data
Germany,2019,39.43,garbage_data
Senegal,2018,23.49,garbage_data
Japan,2017,40.94,garbage_data
Senegal,2016,3.45,garbage_data
Senegal,2015,-6.75,garbage_data
Germany,2014,32.01,garbage_data
Germany,2013,2.35,garbage_data
Germany,2012,-9.83,garbage_data
Canada,2011,1.64,garbage_data
Japan,2010,-8.41,garbage_data
Brazil,2009,30.18,garbage_data
Senegal,2008,37.68,garbage_data
Brazil,2007,7.95,garbage_data
Germany,2006,35.72,garbage_data
Canada,2005,-7.32,garbage_data
Senegal,2004,10.0,garbage_data
Japan,2003,2.61,garbage_data
Japan,2002,21.21,garbage_data
Germany,2001,-6.92,garbage_data
Canada,2000,33.33,garbage_data
Brazil,1999,33.82,garbage_data
Brazil,1998,44.45,garbage_data
Brazil,1997,41.74,garbage_data
Brazil,1996,35.01,garbage_data
Brazil,1995,18.89,garbage_data
Senegal,1994,15.72,garbage_data
Canada,1993,6.45,garbage_data
Germany,1992,2.16,garbage_data
Canada,1991,-3.39,garbage_data
Germany,1990,12.62,garbage_data
Brazil,1989,15.14,garbage_data
Canada,1988,12.05,garbage_data
Senegal,1987,18.24,garbage_data
Japan,1986,41.89,garbage_data
Japan,1985,35.59,garbage_data
Canada,1984,20.79,garbage_data
Germany,1983,-0.74,garbage_data
Canada,1982,16.83,garbage_data
Brazil,1981,18.82,garbage_data
Japan,1980,-3.66,garbage_data
Brazil,1979,30.7,garbage_data
Canada,1978,39.99,garbage_data
Japan,1977,-1.21,garbage_data
Japan,2026,36.72,garbage_data
Germany,2025,31.8,garbage_data
Japan,2024,20.27,garbage_data
Brazil,2023,32.52,garbage_data
Brazil,2022,25.59,garbage_data
Senegal,2021,43.33,garbage_data
Canada,2020,32.43,garbage_data
Senegal,2019,29.54,garbage_data
Canada,2018,17.93,garbage_data
Germany,2017,36.82,garbage_data
Germany,2016,15.79,garbage_data
Canada,2015,40.0,garbage_data
Japan,2014,0.49,garbage_data
Brazil,2013,17.38,garbage_data
Germany,2012,9.17,garbage_data
Canada,2011,3.03,garbage_data
Senegal,2010,9.46,garbage_data
Canada,2009,9.16,garbage_data
Brazil,2008,-6.59,garbage_data
Japan,2007,27.06,garbage_data
Senegal,2006,33.03,garbage_data
Senegal,2005,-9.03,garbage_data
Brazil,2004,31.76,garbage_data
Japan,2003,36.64,garbage_data
Germany,2002,27.63,garbage_data
Brazil,2001,-9.53,garbage_data
Germany,2000,35.58,garbage_data
Japan,1999,35.74,garbage_data
Brazil,1998,32.51,garbage_data
Germany,1997,-3.16,garbage_data
Japan,1996,18.8,garbage_data
Canada,1995,-9.89,garbage_data
Brazil,1994,14.64,garbage_data
Japan,1993,6.95,garbage_data
Senegal,1992,-5.44,garbage_data
Japan,1991,25.43,garbage_data
Senegal,1990,-7.09,garbage_data
Canada,1989,32.27,garbage_data
Germany,1988,-6.93,garbage_data
Germany,1987,2.69,garbage_data
Senegal,1986,7.09,garbage_data
Senegal,1985,18.45,garbage_data
Japan,1984,10.04,garbage_data
Senegal,1983,-8.11,garbage_data
Canada,1982,31.27,garbage_data
Senegal,1981,-9.25,garbage_data
Germany,1980,23.75,garbage_data
Brazil,1979,-6.65,garbage_data
Japan,1978,4.76,garbage_data
Germany,1977,17.81,garbage_data
Japan,2026,38.12,garbage_data
Germany,2025,-3.2,garbage_data
Senegal,2024,42.81,garbage_data
Japan,2023,40.95,garbage_data
Brazil,2022,-5.14,garbage_data
Japan,2021,2.4,garbage_data
Canada,2020,37.15,garbage_data
Japan,2019,20.57,garbage_data
Senegal,2018,42.32,garbage_data
Japan,2017,20.81,garbage_data
Senegal,2016,28.12,garbage_data
Canada,2015,30.77,garbage_data
Canada,2014,34.37,garbage_data
Canada,2013,33.4,garbage_data
Brazil,2012,8.7,garbage_data
Germany,2011,-2.39,garbage_data
Japan,2010,-5.82,garbage_data
Canada,2009,22.64,garbage_data
Brazil,2008,40.49,garbage_data
Senegal,2007,29.44,garbage_data
Canada,2006,17.46,garbage_data
Canada,2005,-7.09,garbage_data
Germany,2004,-9.15,garbage_data
Canada,2003,32.3,garbage_data
Brazil,2002,-9.53,garbage_data
Brazil,2001,-1.49,garbage_data
Brazil,2000,27.87,garbage_data
Germany,1999,26.03,garbage_data
Germany,1998,-9.91,garbage_data
Japan,1997,41.71,garbage_data
Germany,1996,-0.19,garbage_data
Canada,1995,29.79,garbage_data
Brazil,1994,20.41,garbage_data
Brazil,1993,21.91,garbage_data
Japan,1992,31.74,garbage_data
Japan,1991,37.59,garbage_data
Canada,1990,17.6,garbage_data
Canada,1989,11.34,garbage_data
Canada,1988,22.51,garbage_data
Canada,1987,1.36,garbage_data
Brazil,1986,13.48,garbage_data
Brazil,1985,2.15,garbage_data
Canada,1984,18.14,garbage_data
Senegal,1983,-3.18,garbage_data
Germany,1982,23.11,garbage_data
Senegal,1981,3.17,garbage_data
Senegal,1980,20.96,garbage_data
Germany,1979,-7.32,garbage_data
Senegal,1978,17.92,garbage_data
Germany,1977,-5.43,garbage_data
Germany,2026,41.29,garbage_data
Japan,2025,26.39,garbage_data
Senegal,2024,25.27,garbage_data
Germany,2023,30.46,garbage_data
Canada,2022,-0.79,garbage_data
Senegal,2021,5.12,garbage_data
Japan,2020,-9.52,garbage_data
Germany,2019,27.27,garbage_data
Japan,2018,-4.01,garbage_data
Brazil,2017,4.5,garbage_data
Japan,2016,-3.56,garbage_data
Germany,2015,7.07,garbage_data
Germany,2014,33.17,garbage_data
Canada,2013,26.27,garbage_data
Japan,2012,33.59,garbage_data
Germany,2011,8.79,garbage_data
Brazil,2010,10.48,garbage_data
Brazil,2009,1.82,garbage_data
Germany,2008,39.56,garbage_data
Japan,2007,34.4,garbage_data
Japan,2006,1.28,garbage_data
Canada,2005,42.85,garbage_data
Brazil,2004,19.79,garbage_data
Japan,2003,27.83,garbage_data
Canada,2002,41.08,garbage_data
Japan,2001,3.16,garbage_data
Canada,2000,39.22,garbage_data
Germany,1999,21.47,garbage_data
Germany,1998,28.61,garbage_data
Senegal,1997,20.53,garbage_data
Japan,1996,13.82,garbage_data
Japan,1995,4.14,garbage_data
Germany,1994,32.41,garbage_data
Brazil,1993,-8.02,garbage_data
Germany,1992,31.76,garbage_data
Germany,1991,22.94,garbage_data
Brazil,1990,20.01,garbage_data
Japan,1989,-5.17,garbage_data
Senegal,1988,42.68,garbage_data
Senegal,1987,39.07,garbage_data
Canada,1986,37.17,garbage_data
Canada,1985,22.18,garbage_data
Japan,1984,34.42,garbage_data
Senegal,1983,31.64,garbage_data
Brazil,1982,-0.46,garbage_data
Canada,1981,33.91,garbage_data
Brazil,1980,38.36,garbage_data
Senegal,1979,-1.51,garbage_data
Senegal,1978,20.8,garbage_data
Canada,1977,44.73,garbage_data
Brazil,2026,-3.56,garbage_data
Germany,2025,24.67,garbage_data
Canada,2024,21.36,garbage_data
Canada,2023,-8.18,garbage_data
Germany,2022,14.81,garbage_data
Japan,2021,44.05,garbage_data
Canada,2020,-5.91,garbage_data
Japan,2019,-4.91,garbage_data
Japan,2018,11.31,garbage_data
Japan,2017,-1.04,garbage_data
Brazil,2016,20.11,garbage_data
Japan,2015,12.06,garbage_data
Senegal,2014,5.11,garbage_data
Canada,2013,23.85,garbage_data
Brazil,2012,15.0,garbage_data
Canada,2011,22.78,garbage_data
Japan,2010,39.26,garbage_data
Brazil,2009,5.97,garbage_data
Japan,2008,-6.6,garbage_data
Senegal,2007,1.41,garbage_data
Japan,2006,-6.07,garbage_data
Brazil,2005,30.81,garbage_data
Japan,2004,2.47,garbage_data
Senegal,2003,-3.86,garbage_data
Brazil,2002,-0.24,garbage_data
Japan,2001,6.73,garbage_data
Brazil,2000,-4.68,garbage_data
Canada,1999,5.58,garbage_data
Japan,1998,31.52,garbage_data
Canada,1997,25.63,garbage_data
Senegal,1996,-6.68,garbage_data
Brazil,1995,-2.71,garbage_data
Brazil,1994,11.48,garbage_data
Senegal,1993,21.71,garbage_data
Senegal,1992,-0.33,garbage_data
Japan,1991,12.68,garbage_data
Senegal,1990,41.04,garbage_data
Brazil,1989,2.83,garbage_data
Brazil,1988,31.74,garbage_data
Germany,1987,-7.11,garbage_data
Senegal,1986,26.17,garbage_data
Senegal,1985,41.19,garbage_data
Canada,1984,-7.22,garbage_data
Canada,1983,37.38,garbage_data
Senegal,1982,34.24,garbage_data
Japan,1981,28.1,garbage_data
Japan,1980,8.53,garbage_data
Canada,1979,7.88,garbage_data
Canada,1978,19.32,garbage_data
Canada,1977,35.8,garbage_data
Senegal,2026,-2.03,garbage_data
Japan,2025,30.1,garbage_data
Germany,2024,23.54,garbage_data
Senegal,2023,-6.71,garbage_data
Brazil,2022,15.17,garbage_data
Germany,2021,-8.92,garbage_data
Germany,2020,22.52,garbage_data
Germany,2019,21.5,garbage_data
Senegal,2018,19.44,garbage_data
Brazil,2017,42.04,garbage_data
Canada,2016,24.71,garbage_data
Germany,2015,25.07,garbage_data
Germany,2014,10.32,garbage_data
Canada,2013,18.35,garbage_data
Canada,2012,-8.9,garbage_data
Japan,2011,38.46,garbage_data
Germany,2010,19.21,garbage_data
Brazil,2009,-1.46,garbage_data
Japan,2008,-9.94,garbage_data
Brazil,2007,2.56,garbage_data
Canada,2006,0.04,garbage_data
Japan,2005,18.34,garbage_data
Japan,2004,1.59,garbage_data
Canada,2003,7.79,garbage_data
Senegal,2002,16.35,garbage_data
Germany,2001,1.55,garbage_data
Brazil,2000,14.89,garbage_data
Canada,1999,-0.98,garbage_data
Senegal,1998,43.6,garbage_data
Japan,1997,29.38,garbage_data
Brazil,1996,17.85,garbage_data
Germany,1995,10.73,garbage_data
Senegal,1994,-4.52,garbage_data
Japan,1993,4.84,garbage_data
Brazil,1992,-2.44,garbage_data
Canada,1991,40.55,garbage_data
Japan,1990,31.01,garbage_data
Germany,1989,24.35,garbage_data
Brazil,1988,25.1,garbage_data
Canada,1987,31.32,garbage_data
Brazil,1986,38.96,garbage_data
Germany,1985,34.08,garbage_data
Canada,1984,16.14,garbage_data
Canada,1983,43.54,garbage_data
Senegal,1982,6.02,garbage_data
Germany,1981,16.5,garbage_data
Germany,1980,4.73,garbage_data
Canada,1979,4.73,garbage_data
Canada,1978,-3.32,garbage_data
Japan,1977,-6.63,garbage_data
Germany,2026,26.2,garbage_data
Germany,2025,-6.96,garbage_data
Japan,2024,-0.53,garbage_data
Germany,2023,10.35,garbage_data
Japan,2022,34.25,garbage_data
Brazil,2021,12.4,garbage_data
Germany,2020,21.46,garbage_data
Senegal,2019,29.88,garbage_data
Brazil,2018,20.26,garbage_data
Japan,2017,41.82,garbage_data
Brazil,2016,8.94,garbage_data
Japan,2015,18.45,garbage_data
Senegal,2014,25.54,garbage_data
Senegal,2013,-9.37,garbage_data
Brazil,2012,-3.11,garbage_data
Germany,2011,1.79,garbage_data
Canada,2010,-6.51,garbage_data
Canada,2009,4.89,garbage_data
Canada,2008,33.82,garbage_data
Brazil,2007,36.96,garbage_data
Germany,2006,24.31,garbage_data
Japan,2005,6.78,garbage_data
Germany,2004,43.13,garbage_data
Canada,2003,11.65,garbage_data
Japan,2002,22.96,garbage_data
Germany,2001,-9.93,garbage_data
Japan,2000,44.12,garbage_data
Senegal,1999,-9.6,garbage_data
Canada,1998,33.69,garbage_data
Germany,1997,24.84,garbage_data
Japan,1996,33.15,garbage_data
Senegal,1995,11.42,garbage_data
Brazil,1994,-2.16,garbage_data
Canada,1993,23.51,garbage_data
Germany,1992,14.78,garbage_data
Senegal,1991,-4.02,garbage_data
Canada,1990,3.09,garbage_data
Japan,1989,0.48,garbage_data
Japan,1988,22.46,garbage_data
Senegal,1987,18.87,garbage_data
Canada,1986,-8.06,garbage_data
Canada,1985,42.16,garbage_data
Brazil,1984,15.19,garbage_data
Germany,1983,11.27,garbage_data
Germany,1982,32.93,garbage_data
Japan,1981,21.27,garbage_data
